"id","#Organism/Name","Strain","Size (Mb)","TotalScore","SequenceScore","Phylogroup","Bioproject","Biosample","Pasteur_MLST","Achtman_MLST","Patric_Serovar","Patric_Pathovar","Patric_MLST","Patric_Other_Typing","Patric_Publication","Patric_Sequencing_Centers","Patric_Sequencing_Platform","Patric_Sequencing_Depth","Patric_Assembly_Method","Patric_Isolation_Source","Patric_Isolation_Comments","Patric_Isolation_Country","Patric_Collection_Date","Patric_Geographic_Location","Patric_Host_Name","Patric_Host_Health","Patric_Disease","Patric_Body_Sample_Site","Patric_Other_Clinical","PCR_Products","Quadruplex","Clermont_Specific","PCR_Phylogroup","Mash_dist_Phylogroup","Mash_screen_Phylogroup","Abram_Concat_Phylogroup","Boolean_Mash_screen_Mash_dist","Boolean_Abram_Phylogroup_PCR_Phylogroup","Boolean_Abram_Phylogroup_Mash_screen","Boolean_Abram_Phylogroup_Mash_dist","Boolean_PCR_Phylogroup_Mash_screen","Boolean_PCR_Phylogroup_Mash_dist"
"GCA_002511285.1","Escherichia coli","MOD1-EC6341","4.9312","0.93","0.71","G","PRJNA230969","SAMN05440427","48","117","O1:H42",,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.48",,,"FDA/CFSAN","Illumina NextSeq 500","30.9x","SPAdes v. 3.8.2","bone marrow",,"United States","11-Sep-87","USA: AL","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_000704225.1","Escherichia coli 2-177-06_S4_C1","2-177-06_S4_C1","5.14465","0.96","0.84","G","PRJNA233861","SAMN02687498","48","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.48",,"-","IGS","Illumina","118.63x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_002537555.1","Escherichia coli","MOD1-EC6094","5.0395","0.93","0.73","G","PRJNA230969","SAMN05439515","48","117","O84:H4",,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.48",,,"FDA/CFSAN","Illumina NextSeq 500","25.2x","SPAdes v. 3.8.2","brain",,"United States","7/14/11","USA:NC","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_002485345.1","Escherichia coli","MOD1-EC6621","4.9050199999999995","0.92","0.79","G","PRJNA230969","SAMN04992451","-","117",,,"MLST.Escherichia_coli_1.117",,,"FDA/CFSAN","Illumina NextSeq 500","25.3x","SPAdes v. 3.8.2","feces",,"Mexico","7-Feb-91","Mexico","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_001900735.1","Escherichia coli","D10","5.24768","0.97","1","G","PRJNA269191","SAMN03252428","48","117",,,,,,"Nanjing Agricultural University","Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",,,,"2014",,"Dog, Canis lupus familiaris",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002519945.1","Escherichia coli","MOD1-EC6886","5.182","0.92","0.67","G","PRJNA230969","SAMN04992252","641","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,,"FDA/CFSAN","Illumina NextSeq 500","48.6x","SPAdes v. 3.8.2","feces",,"United States","28-Jul-97","USA: ND","mink",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002002045.1","Escherichia coli","2.3-R3","5.27485","0.92","0.67","G","PRJNA335932","SAMN05567354","48","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002002325.1","Escherichia coli","2.3-R5","5.2835","0.92","0.66","G","PRJNA335932","SAMN05567356","48","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_003014845.1","Escherichia coli","L4S4","5.2424","0.94","0.77","G","PRJNA438602","SAMN08723009","48","117",,,"MLST.Escherichia_coli_1.117",,,"University of Copenhagen","Illumina MiSeq","40.0x","CLC NGS Cell v. 8","liver",,"Denmark","2015","Denmark","Chicken, Gallus gallus","cellulitis",,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_003013555.1","Escherichia coli","L3S3","5.2556","0.92","0.67","G","PRJNA438662","SAMN08723191","48","117",,,"MLST.Escherichia_coli_1.117",,,"University of Copenhagen","Illumina MiSeq","40.0x","CLC NGS Cell v. 8","skin",,"Denmark","2015","Denmark","Chicken, Gallus gallus","Cellulitis",,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_003015075.1","Escherichia coli","L5S5","5.10962","0.95","0.78","G","PRJNA438735","SAMN08725037","48","117",,,"MLST.Escherichia_coli_1.117",,,"University of Copenhagen","Illumina MiSeq","68.0x","CLC NGS Cell v. 8","skin",,"Denmark","2015","Denmark","Chicken, Gallus gallus","Cellulitis",,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_003015065.1","Escherichia coli","L7S7","5.13335","0.94","0.76","G","PRJNA438734","SAMN08725036","48","117",,,"MLST.Escherichia_coli_1.117",,,"University of Copenhagen","Illumina MiSeq","40.0x","CLC NGS Cell v. 8","skin",,"Denmark","2016","Denmark","Chicken, Gallus gallus","cellulitis",,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_001652345.1","Escherichia coli","E44","5.12513","0.91","0.73","G","PRJNA321591","SAMN05000824",,,,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002510345.1","Escherichia coli","MOD1-EC6541","5.29422","0.88","0.6","G","PRJNA230969","SAMN04993163","-","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,,"FDA/CFSAN","Illumina NextSeq 500","30.8x","SPAdes v. 3.8.2","liver",,"United States","26-Jun-90","USA: PA","Chicken, Gallus gallus",,,,,"ybgD","-, -, -, -",,"Non Escherichia","G","F","G","False","False","False","True","False","False"
"GCA_002535165.1","Escherichia coli","MOD1-EC6214","5.31236","0.93","0.73","G","PRJNA230969","SAMN04881291","641","117",,,"MLST.Escherichia_coli_1.117",,,"FDA/CFSAN","Illumina MiSeq","20.0x","SPAdes v. 3.8.2","feces",,"Singapore","6/10/99","Singapore","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, trpAgpC","-, -, -, -","trpAgpC","Unknown","G","F","G","False","False","False","True","False","False"
"GCA_001614615.1","Escherichia coli","cattle12","5.18626","0.89","0.84","G","PRJNA307142","SAMN04376731","48","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_001676985.1","Escherichia coli","IHIT27704","5.45518","0.94","0.76","G","PRJNA326053","SAMN05257101","48","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_001894395.1","Escherichia coli","708","5.6143800000000015","0.89","0.74","G","PRJNA349231","SAMN05928983","-","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_000812325.1","Escherichia coli","EC4","5.20527","0.87","0.69","G","PRJNA269657","SAMN03256211","-","-",,,,,"-","University of Malaya","Illumina HiSeq","12.0x","CLC NGS Cell v. 2014-12-09","Heart and Liver",,"Malaysia","15-Sep-13","Malaysia: Selangor","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002573025.1","Escherichia coli","2_Esco_CA-NL","5.26412","0.86","0.83","G","PRJNA352198","SAMN05977321","48","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.48",,,"University Medical Center Groningen","Illumina MiSeq","86.0x","CLC NGS Cell v. 9.0.1","feces",,"Netherlands","2010","Netherlands","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_000831715.1","Escherichia coli 53C","53C","5.56453","0.99","0.98","G","PRJNA260957","SAMN03067747","539","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002513015.1","Escherichia coli","MOD1-EC6548","5.29218","0.9","0.59","G","PRJNA230969","SAMN04993170","48","117","O11:H10",,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.48",,,"FDA/CFSAN","Illumina NextSeq 500","25.0x","SPAdes v. 3.8.2","lung",,"United States","26-Jun-90","USA: PA","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, trpAgpC","-, -, -, -","trpAgpC","Unknown","G","F","G","False","False","False","True","False","False"
"GCA_002307655.1","Escherichia coli","N43684","5.27295","0.87","0.78","G","PRJNA221632","SAMN07624453","539","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.539",,,"FDA","Illumina MiSeq","110x","CLC de novo v. 9.5","chicken breast",,"United States","2013","USA:OR",,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_003145215.1","Escherichia coli","Win2012_WWKa_NEU_19","5.18884","0.9","0.68","G","PRJNA380388","SAMN06641869","48","117",,,"MLST.Escherichia_coli_1.117",,,"BIOTEC","Illumina MiSeq","10.0x","ABySS v. 1.5.2","wastewater inflow",,"Germany","21-Jan-13","Germany: Dresden-Kaditz",,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002490265.1","Escherichia coli","HEC01","5.17834","0.8","0.69","G","PRJNA412895","SAMN07731446","48","117",,,"MLST.Escherichia_coli_1.117",,,"University of Sao Paulo","Illumina NextSeq","250.0x","Velvet v. 1.2.10","stools",,"Brazil","4/10/17","Brazil:Praia Grande","Human, Homo sapiens","not applicable",,,"host_description:Surveillance swab","ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_002231405.1","Escherichia coli","MOD1-EC5115","5.25548","0.93","0.7","G","PRJNA230969","SAMN04279448","539","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.539",,,"FDA/CFSAN","Illumina NextSeq 500","79.9x","SPAdes v. 3.8.2","Pericardial Sac",,"United States","21-Apr-06","USA:DE","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_001970045.1","Escherichia coli N40513","N40513","5.1226400000000005","0.92","0.86","G","PRJNA221632","SAMN02390174","-","117",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_002009315.1","Escherichia coli","MDR_56","5.46531","1","0.99","G","PRJNA375745","SAMN06344815",,,,,,,,"Centers for Disease Control and Prevention","PacBio","90.0x","PacBio Hierarchical Genome Assembly","Human",,"United States","May-15","USA:NY","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_002307595.1","Escherichia coli","N56041","5.38065","0.87","0.68","G","PRJNA221632","SAMN07624458","641","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,,"FDA","Illumina MiSeq","46x","CLC de novo v. 9.5","ground turkey",,"United States","2015","USA:TN",,,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","G","G","True","True","True","True","True","True"
"GCA_000812345.1","Escherichia coli","EC5","5.2684","0.9","0.68","G","PRJNA269658","SAMN03256216","641","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,"-","University of Malaya","Illumina HiSeq","12.0x","CLC NGS Cell v. 2014-12-09","Liver",,"Malaysia","15-Sep-13","Malaysia: Selangor","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, trpAgpC","-, -, -, -","trpAgpC","Unknown","G","F","G","False","False","False","True","False","False"
"GCA_000812365.1","Escherichia coli","EC7","5.2750900000000005","0.9","0.68","G","PRJNA269660","SAMN03256224","641","117",,,"MLST.Escherichia_coli_1.117,MLST.Escherichia_coli_2.641",,"-","University of Malaya","Illumina HiSeq","12.0x","CLC NGS Cell v. 2014-12-09","Spleen",,"Malaysia","15-Sep-13","Malaysia: Selangor","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, trpAgpC","-, -, -, -","trpAgpC","Unknown","G","F","G","False","False","False","True","False","False"
"GCA_000340275.1","Escherichia coli SEPT362","SEPT362","5.27995","0.81","0.75","G","PRJNA167774","SAMN02471326","926","117",,,"MLST.Escherichia_coli_1.117",,"23516222","UNICAMP","454","21.0x","GS De Novo Assembler v. 2.5.3","liver of a chick with clinical signs of septicemia",,"Brazil","1994","Brazil","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, chuA, trpAgpC","-, +, -, -","trpAgpC","G","G","F","G","False","True","False","True","False","True"
"GCA_002918005.1","Escherichia coli","NA1002","5.25611","0.89","0.74","G","PRJNA345288","SAMN05860608","-","117",,,"MLST.Escherichia_coli_1.117",,,"University of Hyderabad","Illumina MiSeq","69.0x","SPAdes v. 3.6.1","Large intestine",,"India","2-Feb-15","India: Hyderabad","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, trpAgpC","-, -, -, -","trpAgpC","Unknown","G","F","G","False","False","False","True","False","False"
"GCA_002231645.1","Escherichia coli","MOD1-EC5176","5.1105800000000015","0.83","0.81","B2-1","PRJNA230969","SAMN04279515","-","6527",,,"MLST.Escherichia_coli_1.6527",,,"FDA/CFSAN","Illumina NextSeq 500","74.0x","SPAdes v. 3.8.2","Bone Marrow",,"United States","7-Mar-08","USA:KY","Horse, Equus caballus",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002544665.1","Escherichia coli","MOD1-EC5940","5.15576","0.96","0.86","B2-1","PRJNA230969","SAMN05439352","-","6527","O2:H10",,"MLST.Escherichia_coli_1.6527",,,"FDA/CFSAN","Illumina NextSeq 500","34.2x","SPAdes v. 3.8.2","lung",,"United States","12/20/85","USA:PA","Cow, Bos taurus",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2","-, +, +, +",,"B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002467895.1","Escherichia coli","MOD1-EC7008","5.06436","0.95","0.79","B2-1","PRJNA230969","SAMN04992374","-","83",,,"MLST.Escherichia_coli_1.83",,,"FDA/CFSAN","Illumina MiSeq","35.9x","SPAdes v. 3.8.2","lung",,"United States","5-Sep-07","USA: CA","Cat, Felis catus",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000778215.1","Escherichia coli","upec-244","4.94325","0.81","0.62","B2-1","PRJNA248737","SAMN02802069","-","83",,,"MLST.Escherichia_coli_1.83",,"25373147","University of Washington","Illumina HiSeq","20x","ABYSS v. 1.3.5","patient with urinary tract infection",,"United States","2011","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002514425.1","Escherichia coli","MOD1-EC5971","5.08941","0.94","0.87","B2-1","PRJNA230969","SAMN05464546","-","555","O88:H4",,"MLST.Escherichia_coli_1.555,MLST.Escherichia_coli_2.806",,,"FDA/CFSAN","Illumina NextSeq 500","34.7x","SPAdes v. 3.8.2","pleural cavity",,"United States","8-Feb-83","USA: PA","Pig, Sus scrofa",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000777195.1","Escherichia coli","upec-38","4.92251","0.96","0.86","B2-1","PRJNA248737","SAMN02802128","-","555",,,"MLST.Escherichia_coli_1.555,MLST.Escherichia_coli_2.806",,"25373147","University of Washington","Illumina HiSeq","38x","ABYSS v. 1.3.5","patient with urinary tract infection",,"United States","2011","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002475155.1","Escherichia coli","MOD1-EC5125","5.09633","0.97","0.87","B2-1","PRJNA230969","SAMN04279463","-","555",,,"MLST.Escherichia_coli_1.555,MLST.Escherichia_coli_2.806",,,"FDA/CFSAN","Illumina NextSeq 500","23.1x","SPAdes v. 3.8.2","feces",,"United States","19-Sep-06","USA: AL","Duck, Anas platyrhynchos",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002475175.1","Escherichia coli","MOD1-EC5124","5.21619","0.96","0.83","B2-1","PRJNA230969","SAMN04279462","-","555",,,"MLST.Escherichia_coli_1.555,MLST.Escherichia_coli_2.806",,,"FDA/CFSAN","Illumina NextSeq 500","38.4x","SPAdes v. 3.8.2","feces",,"United States","19-Sep-06","USA: AL","Duck, Anas platyrhynchos",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002467285.1","Escherichia coli","MOD1-EC7006","5.20699","0.97","0.88","B2-1","PRJNA230969","SAMN04992372","-","555",,,"MLST.Escherichia_coli_1.555",,,"FDA/CFSAN","Illumina MiSeq","36.9x","SPAdes v. 3.8.2","feces",,"United States","19-Sep-06","USA: AK","Duck, Anas platyrhynchos",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520015.1","Escherichia coli","GN02370","5.25931","0.88","0.72","B2-1","PRJNA290784","SAMN03922962","221","538",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002001595.1","Escherichia coli","3.3-R2","5.05088","0.96","0.86","B2-1","PRJNA335932","SAMN05567343","221","538",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520455.1","Escherichia coli","GN02427","4.94755","0.93","0.84","B2-1","PRJNA290784","SAMN03922975","221","538",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002944935.1","Escherichia coli","FDAARGOS_144","5.02215","1","0.99","B2-1","PRJNA231221","SAMN03996288","221","538",,,"MLST.Escherichia_coli_1.538,MLST.Escherichia_coli_2.221",,,"US Food and Drug Administration","PacBio; Illumina","19.454x","HGAP3 v. Oct 2014","urine",,"United States","21-Mar-14","USA:DC","Human, Homo sapiens","Urinary tract infection",,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000176555.2","Escherichia coli M605","M605","5.47795","0.92","0.77","B2-1","PRJNA39039","SAMN02595367","745","1876",,,"MLST.Escherichia_coli_1.1876,MLST.Escherichia_coli_2.745",,,"Broad Institute","454","30x","Arachne v. 04/2007",,,,,,"Bat, Nyctophilus geoffroyi",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000778725.1","Escherichia coli","upec-219","5.02312","0.95","0.82","B2-1","PRJNA248737","SAMN02802041","-","91",,,"MLST.Escherichia_coli_1.91,MLST.Escherichia_coli_2.745",,"25373147","University of Washington","Illumina HiSeq","21x","ABYSS v. 1.3.5","patient with urinary tract infection",,"United States","2011","USA: WA","Human, Homo sapiens",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000211395.2","Escherichia coli AA86","AA86","4.98329","1","0.99","B2-1","PRJNA65321","SAMN02470896","745","91",,,,,"21602332","Seoul National University","Sanger; 454 FS FLX; Illumina GA IIx","500x","CLC genomics wb4; Newbler assembler v. 2.3","healthy cow feces",,,,,"Cow, Bos taurus",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000461615.1","Escherichia coli UMEA 3703-1","UMEA 3703-1","5.10674","0.98","0.93","B2-1","PRJNA186369","SAMN01885978","-","640",,,"MLST.Escherichia_coli_1.640,MLST.Escherichia_coli_2.813",,,"Broad Institute","Illumina","141.0x","allpaths v. R46390","urine","UTI induced bacteremia","Sweden","1996",,"Human, Homo sapiens",,"Urinary tract infection;bacterimia",,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_000458455.1","Escherichia coli HVH 162 (4-5627982)","HVH 162 (4-5627982)","5.3242400000000005","0.97","0.89","B2-1","PRJNA186194","SAMN01885807","-","91",,,"MLST.Escherichia_coli_1.91,MLST.Escherichia_coli_2.745",,,"Broad Institute","Illumina","133.0x","allpaths v. R46367","Blood",,"Denmark","2004","Denmark","Human, Homo sapiens",,"Bacteremia",,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_002514055.1","Escherichia coli","MOD1-EC6350","5.0381800000000005","0.94","0.76","B2-1","PRJNA230969","SAMN05464553","745","91","O45:H11",,"MLST.Escherichia_coli_1.91,MLST.Escherichia_coli_2.745",,,"FDA/CFSAN","Illumina NextSeq 500","30.9x","SPAdes v. 3.8.2","small intestine",,"United States","15-Oct-87","USA: DC","psittacine",,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
"GCA_001520955.1","Escherichia coli","GN03252","4.84352","0.88","0.71","B2-1","PRJNA290784","SAMN04388550","-","91",,,,,,,,,,,,,,,,,,,,"trpA, trpBA, chuA, yjaA, TspE4.C2, trpAgpC","-, +, +, +","trpAgpC","B2","B2","B2","B2","True","True","True","True","True","True"
